number,Filename 0,Agent 0 pos x,Agent 0 pos y,Agent 0 pos z,Landmark 0 pos x,Landmark 0 pos y,Landmark 0 pos z,Distance 0,Filename 1,Agent 1 pos x,Agent 1 pos y,Agent 1 pos z,Landmark 1 pos x,Landmark 1 pos y,Landmark 1 pos z,Distance 1,Filename 2,Agent 2 pos x,Agent 2 pos y,Agent 2 pos z,Landmark 2 pos x,Landmark 2 pos y,Landmark 2 pos z,Distance 2,Filename 3,Agent 3 pos x,Agent 3 pos y,Agent 3 pos z,Landmark 3 pos x,Landmark 3 pos y,Landmark 3 pos z,Distance 3,Filename 4,Agent 4 pos x,Agent 4 pos y,Agent 4 pos z,Landmark 4 pos x,Landmark 4 pos y,Landmark 4 pos z,Distance 4,Filename 5,Agent 5 pos x,Agent 5 pos y,Agent 5 pos z,Landmark 5 pos x,Landmark 5 pos y,Landmark 5 pos z,Distance 5
11,020_2_L,27,97,40,29.0,95.0,40.0,2.8284271247461903,020_2_L,31,96,35,30.0,95.0,36.0,1.7320508075688772,020_2_L,30,96,28,31.0,96.0,30.0,2.23606797749979,020_2_L,32,95,38,31.0,95.0,36.0,2.23606797749979,020_2_L,31,94,44,32.0,94.0,43.0,1.4142135623730951,020_2_L,33,98,51,36.0,102.0,50.0,5.0990195135927845
12,078_1_L,29,76,39,30.0,76.0,40.0,1.4142135623730951,078_1_L,31,77,37,31.0,76.0,38.0,1.4142135623730951,078_1_L,32,76,31,32.0,75.0,30.0,1.4142135623730951,078_1_L,33,76,37,32.0,77.0,37.0,1.4142135623730951,078_1_L,34,76,42,33.0,77.0,44.0,2.449489742783178,078_1_L,37,84,49,36.0,85.0,50.0,1.7320508075688772
13,078_1_R,27,61,40,29.0,62.0,38.0,3.0,078_1_R,30,62,38,29.0,62.0,35.0,3.1622776601683795,078_1_R,31,60,31,31.0,61.0,30.0,1.4142135623730951,078_1_R,31,60,37,31.0,61.0,38.0,1.4142135623730951,078_1_R,32,61,43,31.0,61.0,44.0,1.4142135623730951,078_1_R,36,69,49,33.0,67.0,50.0,3.7416573867739413
14,084_1_R,28,42,42,28.0,40.0,39.0,3.605551275463989,084_1_R,31,41,39,29.0,40.0,37.0,3.0,084_1_R,31,40,30,30.0,41.0,30.0,1.4142135623730951,084_1_R,31,40,37,30.0,40.0,37.0,1.0,084_1_R,32,41,45,32.0,41.0,45.0,0.0,084_1_R,35,49,49,35.0,47.0,50.0,2.23606797749979
15,028_1_R,27,73,41,28.0,72.0,42.0,1.7320508075688772,028_1_R,29,72,40,30.0,72.0,41.0,1.4142135623730951,028_1_R,31,75,31,31.0,74.0,29.0,2.23606797749979,028_1_R,29,73,39,31.0,73.0,37.0,2.8284271247461903,028_1_R,31,70,47,32.0,71.0,47.0,1.4142135623730951,028_1_R,34,78,54,36.0,79.0,53.0,2.449489742783178
16,028_2_R,26,66,37,27.0,66.0,38.0,1.4142135623730951,028_2_R,28,65,37,29.0,66.0,37.0,1.4142135623730951,028_2_R,29,67,26,29.0,64.0,30.0,5.0,028_2_R,29,65,34,29.0,65.0,35.0,1.0,028_2_R,30,63,43,31.0,64.0,42.0,1.7320508075688772,028_2_R,33,71,49,36.0,71.0,48.0,3.1622776601683795
17,035_1_L,26,74,39,30.0,73.0,38.0,4.242640687119285,035_1_L,31,74,36,31.0,73.0,36.0,1.0,035_1_L,32,73,29,31.0,73.0,30.0,1.4142135623730951,035_1_L,31,73,36,32.0,73.0,38.0,2.23606797749979,035_1_L,34,74,43,32.0,74.0,45.0,2.8284271247461903,035_1_L,37,83,48,34.0,79.0,49.0,5.0990195135927845
18,035_2_L,26,64,39,29.0,63.0,38.0,3.3166247903554,035_2_L,30,63,34,31.0,63.0,37.0,3.1622776601683795,035_2_L,31,62,31,31.0,62.0,30.0,1.0,035_2_L,31,62,35,32.0,63.0,39.0,4.242640687119285,035_2_L,33,63,44,31.0,65.0,48.0,4.898979485566356,035_2_L,35,72,48,35.0,70.0,50.0,2.8284271247461903
19,008_1_R,24,56,39,29.0,58.0,42.0,6.164414002968976,008_1_R,30,56,37,31.0,58.0,39.0,3.0,008_1_R,32,57,29,31.0,56.0,30.0,1.7320508075688772,008_1_R,31,56,39,30.0,57.0,38.0,1.7320508075688772,008_1_R,31,56,46,31.0,56.0,45.0,1.0,008_1_R,35,63,53,34.0,64.0,52.0,1.7320508075688772
20,008_2_L,31,91,37,29.0,90.0,35.0,3.0,008_2_L,31,91,33,30.0,91.0,32.0,1.4142135623730951,008_2_L,32,92,28,32.0,91.0,30.0,2.23606797749979,008_2_L,33,91,36,32.0,90.0,36.0,1.4142135623730951,008_2_L,33,91,43,32.0,90.0,42.0,1.7320508075688772,008_2_L,36,97,52,36.0,96.0,51.0,1.4142135623730951
21,036_2_R,26,72,39,28.0,71.0,42.0,3.7416573867739413,036_2_R,29,72,34,30.0,71.0,38.0,4.242640687119285,036_2_R,29,73,27,31.0,73.0,29.0,2.8284271247461903,036_2_R,30,70,36,31.0,70.0,38.0,2.23606797749979,036_2_R,31,68,49,31.0,68.0,46.0,3.0,036_2_R,35,75,53,34.0,75.0,53.0,1.0
22,ear1-P1051_2,24,68,39,25.0,70.0,43.0,4.582574459313188,ear1-P1051_2,28,69,33,27.0,70.0,42.0,9.110432957612364,ear1-P1051_2,30,68,29,29.0,68.0,28.0,1.4142095584281547,ear1-P1051_2,28,68,39,29.0,68.0,37.0,2.236065445184813,ear1-P1051_2,29,69,46,30.0,69.0,47.0,1.4142095584281547,ear1-P1051_2,35,79,52,36.0,80.0,51.0,1.7320475383630658
