number,Filename 0,Agent 0 pos x,Agent 0 pos y,Agent 0 pos z,Landmark 0 pos x,Landmark 0 pos y,Landmark 0 pos z,Distance 0,Filename 1,Agent 1 pos x,Agent 1 pos y,Agent 1 pos z,Landmark 1 pos x,Landmark 1 pos y,Landmark 1 pos z,Distance 1,Filename 2,Agent 2 pos x,Agent 2 pos y,Agent 2 pos z,Landmark 2 pos x,Landmark 2 pos y,Landmark 2 pos z,Distance 2,Filename 3,Agent 3 pos x,Agent 3 pos y,Agent 3 pos z,Landmark 3 pos x,Landmark 3 pos y,Landmark 3 pos z,Distance 3,Filename 4,Agent 4 pos x,Agent 4 pos y,Agent 4 pos z,Landmark 4 pos x,Landmark 4 pos y,Landmark 4 pos z,Distance 4,Filename 5,Agent 5 pos x,Agent 5 pos y,Agent 5 pos z,Landmark 5 pos x,Landmark 5 pos y,Landmark 5 pos z,Distance 5
11,020_2_L,30,94,41,29.0,95.0,40.0,1.7320508075688772,020_2_L,32,94,40,30.0,95.0,36.0,4.58257569495584,020_2_L,34,97,33,31.0,96.0,30.0,4.358898943540674,020_2_L,32,94,36,31.0,95.0,36.0,1.4142135623730951,020_2_L,32,93,45,32.0,94.0,43.0,2.23606797749979,020_2_L,34,99,52,36.0,102.0,50.0,4.123105625617661
12,078_1_L,29,77,38,30.0,76.0,40.0,2.449489742783178,078_1_L,32,79,38,31.0,76.0,38.0,3.1622776601683795,078_1_L,32,79,32,32.0,75.0,30.0,4.47213595499958,078_1_L,69,1,39,32.0,77.0,37.0,84.55175929571188,078_1_L,32,78,45,33.0,77.0,44.0,1.7320508075688772,078_1_L,35,84,51,36.0,85.0,50.0,1.7320508075688772
13,078_1_R,27,60,40,29.0,62.0,38.0,3.4641016151377544,078_1_R,30,62,39,29.0,62.0,35.0,4.123105625617661,078_1_R,30,62,34,31.0,61.0,30.0,4.242640687119285,078_1_R,94,1,17,31.0,61.0,38.0,89.49860334105779,078_1_R,29,62,45,31.0,61.0,44.0,2.449489742783178,078_1_R,33,68,51,33.0,67.0,50.0,1.4142135623730951
14,084_1_R,27,41,37,28.0,40.0,39.0,2.449489742783178,084_1_R,31,43,39,29.0,40.0,37.0,4.123105625617661,084_1_R,32,44,34,30.0,41.0,30.0,5.385164807134504,084_1_R,59,1,19,30.0,40.0,37.0,51.82663407939975,084_1_R,33,43,45,32.0,41.0,45.0,2.23606797749979,084_1_R,34,48,52,35.0,47.0,50.0,2.449489742783178
15,028_1_R,28,73,44,28.0,72.0,42.0,2.23606797749979,028_1_R,30,74,40,30.0,72.0,41.0,2.23606797749979,028_1_R,31,76,33,31.0,74.0,29.0,4.47213595499958,028_1_R,29,72,39,31.0,73.0,37.0,3.0,028_1_R,29,72,49,32.0,71.0,47.0,3.7416573867739413,028_1_R,33,79,54,36.0,79.0,53.0,3.1622776601683795
16,028_2_R,27,65,39,27.0,66.0,38.0,1.4142135623730951,028_2_R,28,66,35,29.0,66.0,37.0,2.23606797749979,028_2_R,28,68,29,29.0,64.0,30.0,4.242640687119285,028_2_R,29,65,35,29.0,65.0,35.0,0.0,028_2_R,29,64,45,31.0,64.0,42.0,3.605551275463989,028_2_R,33,72,52,36.0,71.0,48.0,5.0990195135927845
17,035_1_L,29,74,40,30.0,73.0,38.0,2.449489742783178,035_1_L,30,74,39,31.0,73.0,36.0,3.3166247903554,035_1_L,34,76,33,31.0,73.0,30.0,5.196152422706632,035_1_L,30,74,38,32.0,73.0,38.0,2.23606797749979,035_1_L,33,75,45,32.0,74.0,45.0,1.4142135623730951,035_1_L,35,82,50,34.0,79.0,49.0,3.3166247903554
18,035_2_L,28,64,39,29.0,63.0,38.0,1.7320508075688772,035_2_L,30,65,39,31.0,63.0,37.0,3.0,035_2_L,32,66,35,31.0,62.0,30.0,6.48074069840786,035_2_L,31,63,37,32.0,63.0,39.0,2.23606797749979,035_2_L,31,64,46,31.0,65.0,48.0,2.23606797749979,035_2_L,36,74,54,35.0,70.0,50.0,5.744562646538029
19,008_1_R,29,57,41,29.0,58.0,42.0,1.4142135623730951,008_1_R,31,58,40,31.0,58.0,39.0,1.0,008_1_R,31,59,32,31.0,56.0,30.0,3.605551275463989,008_1_R,30,57,39,30.0,57.0,38.0,1.0,008_1_R,32,57,46,31.0,56.0,45.0,1.7320508075688772,008_1_R,33,64,52,34.0,64.0,52.0,1.0
20,008_2_L,31,90,41,29.0,90.0,35.0,6.324555320336759,008_2_L,33,91,41,30.0,91.0,32.0,9.486832980505138,008_2_L,33,91,32,32.0,91.0,30.0,2.23606797749979,008_2_L,107,9,16,32.0,90.0,36.0,112.18734331465382,008_2_L,35,90,45,32.0,90.0,42.0,4.242640687119285,008_2_L,36,94,53,36.0,96.0,51.0,2.8284271247461903
21,036_2_R,27,71,39,28.0,71.0,42.0,3.1622776601683795,036_2_R,29,72,39,30.0,71.0,38.0,1.7320508075688772,036_2_R,30,74,30,31.0,73.0,29.0,1.7320508075688772,036_2_R,30,71,36,31.0,70.0,38.0,2.449489742783178,036_2_R,30,71,45,31.0,68.0,46.0,3.3166247903554,036_2_R,32,77,54,34.0,75.0,53.0,3.0
22,ear1-P1051_2,25,69,37,25.0,70.0,43.0,6.082762530298219,ear1-P1051_2,27,70,36,27.0,70.0,42.0,6.0,ear1-P1051_2,30,70,31,29.0,68.0,28.0,3.741655873426838,ear1-P1051_2,28,69,39,29.0,68.0,37.0,2.4494874311066703,ear1-P1051_2,28,69,48,30.0,69.0,47.0,2.236057848222676,ear1-P1051_2,32,77,54,36.0,80.0,51.0,5.830936357257975
